__time,Calling_Number,Egress_Endpoint_IP,Egress_Route,Egress_Endpoint_Customer_Id,Egress_Endpoint,Egress_Realm,Egress_Reg_Id,Egress_Uport,Call_Duration_,Call_Duration_Fractional,Call_Duration_1,Call_End_Time,Ingress_Call_Error,Egress_Call_Error,Egress_Call_Error_Code,Last_Event_in_Call_Setup,Ingress_Call_Error_Code,Rate_Limit_Error_Code,Call_Hold_Time_,PDD,Call_Release_Source,Ingress_Endpoint_IP,Ingress_Endpoint_Customer_Id,Ingress_Endpoint,Ingress_Sig_Port,Ingress_Realm,Ingress_Reg_Id,Ingress_Uport,Call_Type,Zone,Called_Party_After_Src_Calling_Plan,Called_Party_After_Transit_Route,Called_Party_as_Dialed_by_User,Number_Type_for_Called_Party_as_Dialed_by_User,Called_Party_in_E164_Format,Number_Type_for_Called_Party,Ingress_Trunk_Group,Call_Id,Calling_Party_Number_Type_Received_from_Ingress,Calling_Party_Number_Type_Sent_to_Egress,CDR_Type,Charge_Number,Charge_Number_NoA,Charge_Number_NPI,Cluster_Name,Codec_On_Egress_Leg,Codec_On_Egress_Leg__1st_mline,Codec_On_Ingress_Leg,Codec_On_Ingress_Leg__1st_mline,Custom_Contact_Tag,Bytes_Forwarded_from_Egress_Leg__1st_mline,Bytes_Forwarded_from_Ingress_Leg__1st_mline,Egress_Leg_Number_of_Packets_Dropped_by_Bandwidth_Policing,Called_Party_Media_IP,Called_Party_Media_Port_Number,Egress_Realm_Media_IP,Egress_Realm_Media_Port,Egress_Trunk_Group,Egress_Leg_ptime,Device_Name,Disconnect_Error_Type,Diversion_Info,Egress_Trunk_Group_Context,E911_Call,Egress_Endpoint_Country_Code,Egress_Endpoint_Latitude,Egress_Endpoint_Longitude,Egress_Callid_Termination_Endpoint,Egress_MOS,Egress_Endpoint_Subnet,Egress_Endpoint_Subnet_Mask,Egress_Rate_Limit_Error_Code,CDR_Filename,FromURI_User_Part_in_Ingress_INVITE,Full_Paid_Hdr_in_Ingress_INVITE,Hunt_Attempts,Hunting_Attempts,RequestURI_in_Ingress_INVITE,RSA_IP,Ingress_Endpoint_Country_Code,Ingestion_Time,Ingress_Endpoint_Latitude,Ingress_Endpoint_Longitude,Ingress_MOS,Ingress_Endpoint_Subnet,Ingress_Subnet_Mask,Ingress_ISDN_Cause_Code,Ingress_ISDN_Cause,Egress_Latency,Ingress_Latency,Gateway_Latitude,Ingress_SIP_PAccessNetworkInfo,Ingress_PChargingVector,Egress_SIP_PAccessNetworkInfo,Egress_PChargingVector,Day_in_Local_Time,Day_of_Week_in_Local_Time_,Hour_in_Local_Time,Month_in_Local_Time,Local_Refer_Status,Year_in_Local_Time,Gateway_Longitude,Media_Type,Media_Type__1st_mline,MSW_Name,Calling_Number_after_Calling_Plan,FromURI_User_Part_in_Egress_INVITE,PaidURI_User_Part_in_Egress_INVITE,RequestURI_User_Part_in_Egress_INVITE,Outbound_Call_Limit,Outbound_Call_Limit_Uport,Outbound_Call_Limit_Type,Outbound_Call_Limit_Policy_Name,Organization_Hdr_in_Ingress_INVITE,Egress_ISDN_Cause_Code,Egress_ISDN_Cause,FromURI_in_Egress_INVITE,RequestURI_in_Egress_INVITE,ToURI_in_Egress_INVITE,Egress_Packets_Discarded,Ingress_Packets_Discarded,Egress_Packets_Lost,Ingress_Packets_Lost,Egress_Packets_Received,Ingress_Packets_Received,PaidURI_User_Part_in_Ingress_INVITE,Egress_Jitter,Ingress_Jitter,Peer_Protocol,Privacy,Protocol,ReInvite_Reject_Count,RequestURI_User_Part_in_Ingress_INVITE,Egress_R_Factor,Ingress_R_Factor,Local_Routing_Number,RSA_Latitude,RSA_Longitude,SBC_Version,Final_Negotiated_Answer_Codec,Final_Negotiated_Offer_Codec,SIP_Egress_Response_Code,SIP_Egress_Response_Reason,SIP_Ingress_Response_Code,SIP_Ingress_Response_Reason,Ingress_ptime,Ingress_Iedge_Group,Ingress_Leg_Number_of_Packets_Dropped_by_Bandwidth_Policing,Calling_Party_Media_IP,Calling_Party_Media_Port,Calling_Realm_Media_IP,Calling_Realm_Media_Port,Ingress_Trunk_Group_Context,Start_Time_in_Local_Time,Start_of_Call,Time_Group,Timezone,Transcoder_Id,End_of_Call,Epoch_End_of_Call,User_Timezone,Day_in_UTC,Day_of_week_in_UTC,Hour_in_UTC,Month_in_UTC,Year_in_UTC,Valid_Record,Video_CAC,No_Of_M_Lines,Is_Permitted,Robo_Confidence_Score,CDR_Sequence_Number,Called_Number_Classification,Called_Number_Classification_Flag,Calling_Number_Classification,Calling_Number_Classification_Flag,Unnamed_177,Packet_Loss_greater_001
2021-08-25 09:46:00,881000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:36:13,2172.917969,2173,00:29:33.1,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:01,135,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,983153-7000434170-312488@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,17367728,17382592,5,NULL,54.590.05.77,31996,536.03.680.98,38402,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.198124886,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,881000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,881000000000,881000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,2224,0,2236,0,106530,108883,NULL,0,0,sip,Draft01,sip,NULL,885000000000,85,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,38156,532.51.28.98,43388,NULL,2021-04-13 11:53:00,2021-04-13T07:53:20,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15285871,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 09:50:00,NULL,72.574.553.71,NULL,NULL,XipskmowGyfi6/1,trunk,XipskmowGyfi6,1,000:00:00,0,0,00:29:33.9,Internal Error-Internal SBC Error,NULL,NULL,na#100-rx,5500,NULL,000:00:02,2000,destination,NULL,nuvia.com,NULL,0,priv_trunk139,NULL,NULL,IV,1,3330000000000,NULL,NULL,NULL,3330000000000,Subscriber,TELOGIKS,52680999-7004106667-62619@w7w46.ryzme.kirferh.gsq,NULL,Subscriber,hunt,NULL,NULL,NULL,Q20,unknown,unknown,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,532.51.28.98,50076,gyfi_syxfsyrh,NULL,Q20_sim,E,NULL,NULL,NULL,NULL,NULL,NULL,0eb507402558bc44053c587f1301a1e1c44767fd6@10.156.61.26,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,1041161616,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,1041161616,1041161616,1041161616,3330000000000,NULL,NULL,NULL,NULL,NULL,41,TemporaryFailure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1041161616,NULL,NULL,sip,NULL,sip,NULL,3330000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,Internal Server Error,NULL,NULL,NULL,5,NULL,536.03.680.98,NULL,NULL,NULL,NULL,2021-04-13 12:29:00,2021-04-13T08:29:33,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,12634859,NULL,NULL,NULL,NULL,Not applicable
2021-08-25 10:03:00,881000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:07:39,459.0360107,459,00:29:33.3,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:02,119,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,954763-7009361005-103660@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,3685080,3671436,5,NULL,54.590.05.78,32232,536.03.680.98,41544,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.258759022,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,881000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,881000000000,881000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,225,0,226,0,22804,23199,NULL,1125,0,sip,Draft01,sip,NULL,885000000000,87,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,33730,532.51.28.98,46994,NULL,2021-04-13 12:21:00,2021-04-13T08:21:54,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15040489,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 10:30:00,4567890,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:01:26,85.60500336,86,00:29:33.6,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:16,1241,destination,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,921531-7005696049-798274@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g729,g729,NULL,NULL,85380,5,NULL,5.664.2.56,50002,536.03.680.98,39492,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,4567890,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.132171154,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,4567890,4567890,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,4269,NULL,NULL,0,sip,Draft01,sip,NULL,885000000000,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,18414,532.51.28.98,48064,NULL,2021-04-13 12:28:00,2021-04-13T08:28:07,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14481546,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 10:35:00,hppsCh,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:00:37,37.21900177,37,00:29:33.3,NULL,Proxy Authentication Required,5407,ack-rx#100-rx,0,NULL,000:00:01,350,source,529.14.536.99,NULL,hCreqmg-7009372798.542495.447/9,5060,pub2_access,hCreqmg-7009372798.542495.447,9,IV,NULL,772,NULL,772,NULL,772,Subscriber,NULL,12585381-7000038742-199439@iqie45-w7w45w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,"g711ulaw,unknown",g711ulaw,"g711ulaw, unknown",g711ulaw,NULL,298028,271240,NULL,NULL,54.590.05.77,"21158, 0",536.03.680.98,29558,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.313736916,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,hppsCh,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.061233044,NULL,NULL,16,NormalCallClearing,150,150,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,"AD,VD","AD,VD",msx_sim_1,hppsCh,hppsCh,NULL,772,NULL,NULL,NULL,NULL,NULL,21,CallRejected,NULL,NULL,NULL,8,31,8,31,1858,1840,NULL,0,2000,sip,No,sip,NULL,772,89,81,NULL,NULL,NULL,NULL,NULL,NULL,407,Proxy Authentication Required,NULL,Proxy Authentication Required,NULL,NULL,NULL,"529.14.536.98, 529.14.536.98","22600, 22604","532.51.28.98, 532.51.28.98","44372, 44374",NULL,2021-04-13 12:28:00,2021-04-13T08:28:56,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,2,NULL,NULL,16128992,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 10:50:00,881000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:05:23,323.0740051,323,00:29:33.3,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:02,13,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,74795-7006244514-591988@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,2583452,2584696,5,NULL,54.590.05.77,31488,536.03.680.98,40404,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.286975861,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,881000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,881000000000,881000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,161,0,162,0,16016,16597,NULL,0,0,sip,Draft01,sip,NULL,885000000000,88,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,60926,532.51.28.98,44598,NULL,2021-04-13 12:24:00,2021-04-13T08:24:10,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,16312791,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 10:55:00,NULL,8.99.16.77,NULL,NULL,Pizip7_77/1,trunk,Pizip7_77,1,000:00:00,0,0,00:29:33.1,Busy Here,NULL,NULL,na#100-rx,1,NULL,000:00:01,1000,destination,NULL,nuvia.com,NULL,0,priv_level3,NULL,NULL,IV,1,51097833901,NULL,NULL,NULL,51097833901,Subscriber,S3L3SAGENET,51239699-7004184914-600549@w7w46.ryzme.kirferh.gsq,NULL,Subscriber,hunt,NULL,NULL,NULL,Q20,unknown,unknown,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,532.51.28.98,47092,p7_wekirix_syxfsyrh,NULL,Q20_sim,B,NULL,NULL,NULL,US,37.75099945,-97.8219986,dc6f52302598cce1223c587f1f0946fd2bbee6513@10.156.61.26,NULL,8.96.0.0,11,NULL,msx_sim_1_2021_04_13_12.CDT,1097965349,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,1097965349,1097965349,1097965349,51097833901,NULL,NULL,NULL,NULL,NULL,17,UserBusy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1097965349,NULL,NULL,sip,NULL,sip,NULL,51097833901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600,Busy Everywhere,NULL,NULL,NULL,5,NULL,536.03.680.98,NULL,NULL,NULL,NULL,2021-04-13 12:29:00,2021-04-13T08:29:33,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,12612948,NULL,NULL,NULL,NULL,Not applicable
2021-08-25 11:04:00,Viwxvmgxih,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:03:37,216.8710022,217,00:29:33.4,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:02,133,destination,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,135447-7001563405-673444@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,1741528,1735264,5,NULL,54.590.05.78,31864,536.03.680.98,30206,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.258759022,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,Viwxvmgxih,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,Viwxvmgxih,Viwxvmgxih,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,116,0,117,0,10745,10939,NULL,0,0,sip,No,sip,NULL,885000000000,87,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,65040,532.51.28.98,52330,NULL,2021-04-13 12:25:00,2021-04-13T08:25:56,1,EDT,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,16741678,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 11:10:00,vyhmixps,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:22:45,1364.694946,1365,00:29:33.5,NULL,Proxy Authentication Required,5407,ack-tx#100-rx,0,NULL,000:00:01,203,source,529.14.536.99,NULL,hCreqmg-7001776396.455780.658/2,5060,pub2_access,hCreqmg-7001776396.455780.658,2,IV,NULL,772,NULL,772,NULL,772,Subscriber,NULL,565214870-7001973819-124553@iqie45-w7w45w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,"g711ulaw,H263",g711ulaw,"g711ulaw, H263",g711ulaw,NULL,10933084,10909096,NULL,NULL,"54.590.05.77, 54.590.05.77","31216, 31132","536.03.680.98, 536.03.680.98","46964, 46966",NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.258759022,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,vyhmixps,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.165791988,NULL,NULL,16,NormalCallClearing,98,98,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,"AD,VD","AD,VD",msx_sim_1,vyhmixps,vyhmixps,NULL,772,NULL,NULL,NULL,NULL,NULL,21,CallRejected,NULL,NULL,NULL,545,838,546,838,67916,67648,NULL,0,875,sip,No,sip,NULL,772,87,84,NULL,NULL,NULL,NULL,NULL,NULL,407,Proxy Authentication Required,NULL,Proxy Authentication Required,NULL,NULL,NULL,"529.14.536.98, 529.14.536.98","43176, 43180","532.51.28.98, 532.51.28.98","45070, 45072",NULL,2021-04-13 12:06:00,2021-04-13T08:06:48,1,EDT,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,2,NULL,NULL,17320188,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 11:16:00,881000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:00:58,57.61299896,58,00:29:33.5,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:02,181,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,54030-7006148238-81399@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,458680,460200,5,NULL,54.590.05.77,31500,536.03.680.98,32326,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.286975861,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,881000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,881000000000,881000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,20,0,21,0,2852,3159,NULL,0,0,sip,Draft01,sip,NULL,885000000000,88,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,25766,532.51.28.98,48828,NULL,2021-04-13 12:28:00,2021-04-13T08:28:35,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,16165944,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 11:24:00,888000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,001:11:25,4284.544922,4285,00:29:33,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:00,225,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,049089-7000867038-771890@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,34550952,34273972,5,NULL,54.590.05.670,55476,536.03.680.98,35764,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.405381203,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,888000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,888000000000,888000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,22,0,22,10,218495,214459,NULL,0,0,sip,Draft01,sip,NULL,885000000000,93,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,64126,532.51.28.98,48668,NULL,2021-04-13 11:18:00,2021-04-13T07:18:08,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15661955,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 11:34:00,oimxlgsrj,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:00:00,0,0,00:29:33.4,Request Terminated-Call Abandoned,Request Terminated-Call Abandoned,2,18x-tx#18x-rx,2,NULL,000:00:11,2550,source,516.50.6.54,NULL,hCreqmg-7005055027.313808.494/7,5060,pub2_access,hCreqmg-7005055027.313808.494,7,IV,NULL,3163236889,NULL,3163236889,NULL,3163236889,Subscriber,NULL,6928g64-4-57g8-542f20-5012f77e-542f20@kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g711ulaw,g711ulaw,NULL,NULL,68960,NULL,NULL,08.38.549.594,25986,536.03.680.98,47460,NULL,NULL,Q20_sim,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,oimxlgsrj,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,oimxlgsrj,oimxlgsrj,NULL,3163236889,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,431,NULL,NULL,0,sip,No,sip,NULL,3163236889,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,487,Request Terminated,487,Request Terminated,NULL,NULL,NULL,516.50.6.54,10000,532.51.28.98,57770,NULL,2021-04-13 12:29:00,2021-04-13T08:29:33,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,13147358,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 12:07:00,Viwxvmgxih,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:26:33,1592.71106,1593,00:29:33.5,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:01,119,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,158668-7006638246-967435@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,12758868,12740192,5,NULL,54.590.05.78,31540,536.03.680.98,43468,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.229127884,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,Viwxvmgxih,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,Viwxvmgxih,Viwxvmgxih,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,1064,0,1066,0,78784,79712,NULL,0,0,sip,No,sip,NULL,885000000000,86,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,18812,532.51.28.98,54236,NULL,2021-04-13 12:03:00,2021-04-13T08:03:00,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15644219,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
